_dataorbit_sync_id,_dataorbit_synced_at,_dataorbit_is_deleted,hs_object_id,email,firstname,lastname,company,jobtitle,lifecyclestage,associated_company_id,hubspot_owner_id,properties
b8700b54-e284-4f83-a2e0-c160e1d7e952,2026-03-27 17:37:47,False,HS-CON-0000016,evan.allen.1@client004.example.com,Evan,Allen,Nova Retail 4,Marketing Manager,opportunity,HS-COMP-000004,HS-OWN-0002,"{""source"":""Referral""}"
8f6365ac-4f7d-4cdb-a1b0-a7b48bc44b19,2026-03-27 17:37:47,False,HS-CON-0000017,mia.wright.0@client005.example.com,Mia,Wright,Prime Health 5,Founder,lead,HS-COMP-000005,HS-OWN-0006,"{""source"":""Referral""}"
c80d3c18-155c-421f-aac8-33b7f3208d5e,2026-03-27 17:37:47,False,HS-CON-0000018,iris.rivera.1@client005.example.com,Iris,Rivera,Prime Health 5,VP Growth,lead,HS-COMP-000005,HS-OWN-0006,"{""source"":""Inbound""}"
2a724520-3db2-4371-920e-1a3e717d9501,2026-03-27 17:37:47,False,HS-CON-0000019,kai.evans.2@client005.example.com,Kai,Evans,Prime Health 5,CMO,lead,HS-COMP-000005,HS-OWN-0006,"{""source"":""Inbound""}"
edc60ed4-5220-418a-9d85-7b9c6ef365f3,2026-03-27 17:37:47,False,HS-CON-0000020,mila.lopez.3@client005.example.com,Mila,Lopez,Prime Health 5,Marketing Manager,opportunity,HS-COMP-000005,HS-OWN-0006,"{""source"":""Referral""}"
c843745d-71ec-4cf2-96d0-195070a794a2,2026-03-27 17:37:47,False,HS-CON-0000021,zoe.garcia.4@client005.example.com,Zoe,Garcia,Prime Health 5,CMO,customer,HS-COMP-000005,HS-OWN-0006,"{""source"":""Outbound""}"
9226de6e-8990-4f7d-8b09-fd5078e78a7f,2026-03-27 17:37:47,False,HS-CON-0000022,ivy.reed.5@client005.example.com,Ivy,Reed,Prime Health 5,Marketing Manager,customer,HS-COMP-000005,HS-OWN-0006,"{""source"":""Outbound""}"
2b7e5ae0-36f7-42fa-8187-193a8a9fc0a6,2026-03-27 17:37:47,False,HS-CON-0000023,iris.carter.0@client006.example.com,Iris,Carter,Blue Digital 6,Founder,customer,HS-COMP-000006,HS-OWN-0003,"{""source"":""Referral""}"
e8edf937-c625-46d2-9c69-fdc437954b46,2026-03-27 17:37:47,False,HS-CON-0000024,mia.brooks.1@client006.example.com,Mia,Brooks,Blue Digital 6,CMO,opportunity,HS-COMP-000006,HS-OWN-0003,"{""source"":""Inbound""}"
323afd41-e9d7-4141-a248-f40400909c05,2026-03-27 17:37:47,False,HS-CON-0000025,jude.bennett.2@client006.example.com,Jude,Bennett,Blue Digital 6,VP Growth,lead,HS-COMP-000006,HS-OWN-0003,"{""source"":""Referral""}"
336a25cf-2e5c-41d3-9935-46b8cb5d2c0c,2026-03-27 17:37:47,False,HS-CON-0000026,mia.morgan.3@client006.example.com,Mia,Morgan,Blue Digital 6,Founder,customer,HS-COMP-000006,HS-OWN-0003,"{""source"":""Outbound""}"
6e59ee7d-a9db-42da-aba3-ef737b99e8d3,2026-03-27 17:37:47,False,HS-CON-0000027,owen.garcia.0@client007.example.com,Owen,Garcia,Nova Retail 7,Marketing Manager,opportunity,HS-COMP-000007,HS-OWN-0006,"{""source"":""Referral""}"
cf01eed4-ffec-4a76-81e0-ff6ae3500d58,2026-03-27 17:37:47,False,HS-CON-0000028,isla.morgan.1@client007.example.com,Isla,Morgan,Nova Retail 7,CMO,marketingqualifiedlead,HS-COMP-000007,HS-OWN-0006,"{""source"":""Referral""}"
c53b2207-232f-4a7d-b63e-cde5089fe5d7,2026-03-27 17:37:47,False,HS-CON-0000029,zoe.allen.0@client008.example.com,Zoe,Allen,North Digital 8,Marketing Manager,customer,HS-COMP-000008,HS-OWN-0006,"{""source"":""Inbound""}"
60a77755-2f4e-4d4f-98ee-98e850db7843,2026-03-27 17:37:47,False,HS-CON-0000030,ruby.bennett.1@client008.example.com,Ruby,Bennett,North Digital 8,VP Growth,opportunity,HS-COMP-000008,HS-OWN-0006,"{""source"":""Outbound""}"
376dcaf1-30c6-4d17-9311-e597e5d2ac70,2026-03-27 17:37:47,False,HS-CON-0000031,liam.wright.2@client008.example.com,Liam,Wright,North Digital 8,CMO,opportunity,HS-COMP-000008,HS-OWN-0006,"{""source"":""Referral""}"
85bd5f63-cf36-45ca-926a-97702c771b6b,2026-03-27 17:37:47,False,HS-CON-0000032,evan.patel.3@client008.example.com,Evan,Patel,North Digital 8,CMO,opportunity,HS-COMP-000008,HS-OWN-0006,"{""source"":""Referral""}"
9e2bb3fa-d218-44fc-b419-24e48a50659e,2026-03-27 17:37:47,False,HS-CON-0000033,noah.khan.4@client008.example.com,Noah,Khan,North Digital 8,Founder,customer,HS-COMP-000008,HS-OWN-0006,"{""source"":""Outbound""}"
20fb01ed-0bdf-460e-8c1b-0b75a8d961c0,2026-03-27 17:37:47,False,HS-CON-0000034,luna.patel.5@client008.example.com,Luna,Patel,North Digital 8,Founder,marketingqualifiedlead,HS-COMP-000008,HS-OWN-0006,"{""source"":""Referral""}"
f91a8361-0150-4cac-959f-5df292629833,2026-03-27 17:37:47,False,HS-CON-0000035,noah.allen.0@client009.example.com,Noah,Allen,North Retail 9,CMO,customer,HS-COMP-000009,HS-OWN-0009,"{""source"":""Referral""}"
3d445fd8-0bf1-4fef-8d4a-677d91e2e10a,2026-03-27 17:37:47,False,HS-CON-0000036,aria.evans.1@client009.example.com,Aria,Evans,North Retail 9,Marketing Manager,opportunity,HS-COMP-000009,HS-OWN-0009,"{""source"":""Inbound""}"
fd9e7e30-845c-4ee8-a17e-27ecedc3bcea,2026-03-27 17:37:47,False,HS-CON-0000037,iris.kim.2@client009.example.com,Iris,Kim,North Retail 9,VP Growth,opportunity,HS-COMP-000009,HS-OWN-0009,"{""source"":""Outbound""}"
58a4ce37-d93a-4820-bcf1-38f30c797d2a,2026-03-27 17:37:47,False,HS-CON-0000038,kai.kim.3@client009.example.com,Kai,Kim,North Retail 9,CMO,opportunity,HS-COMP-000009,HS-OWN-0009,"{""source"":""Outbound""}"
a74a7b48-9aa7-4578-987a-c02e0daa5272,2026-03-27 17:37:47,False,HS-CON-0000039,owen.bailey.0@client010.example.com,Owen,Bailey,Nova Capital 10,CMO,opportunity,HS-COMP-000010,HS-OWN-0001,"{""source"":""Outbound""}"
d4ba99bc-34ba-440d-ab6d-25189f2ecf66,2026-03-27 17:37:47,False,HS-CON-0000040,isla.evans.1@client010.example.com,Isla,Evans,Nova Capital 10,Founder,marketingqualifiedlead,HS-COMP-000010,HS-OWN-0001,"{""source"":""Inbound""}"
3a8d60ea-cefb-4e42-acd0-d6b540533e5c,2026-03-27 17:37:47,False,HS-CON-0000041,ezra.bailey.0@client011.example.com,Ezra,Bailey,Prime Capital 11,Marketing Manager,opportunity,HS-COMP-000011,HS-OWN-0008,"{""source"":""Referral""}"
6232f619-0727-45f6-a233-060c9a266115,2026-03-27 17:37:47,False,HS-CON-0000042,nora.wright.1@client011.example.com,Nora,Wright,Prime Capital 11,Founder,customer,HS-COMP-000011,HS-OWN-0008,"{""source"":""Referral""}"
1cf048fe-5ad5-420c-b1ab-65c2df6fec24,2026-03-27 17:37:47,False,HS-CON-0000043,kai.parker.2@client011.example.com,Kai,Parker,Prime Capital 11,Founder,marketingqualifiedlead,HS-COMP-000011,HS-OWN-0008,"{""source"":""Inbound""}"
127f84f7-23a8-4349-b218-93ef40ca6b04,2026-03-27 17:37:47,False,HS-CON-0000044,jude.kim.3@client011.example.com,Jude,Kim,Prime Capital 11,VP Growth,lead,HS-COMP-000011,HS-OWN-0008,"{""source"":""Outbound""}"
f106b1d0-3393-4dc2-a85e-f515f2bdf7c0,2026-03-27 17:37:47,False,HS-CON-0000045,ruby.wright.4@client011.example.com,Ruby,Wright,Prime Capital 11,CMO,lead,HS-COMP-000011,HS-OWN-0008,"{""source"":""Referral""}"
07a2e021-96a1-4116-b065-905c781d7db1,2026-03-27 17:37:47,False,HS-CON-0000046,noah.morgan.0@client012.example.com,Noah,Morgan,Bright Labs 12,Founder,opportunity,HS-COMP-000012,HS-OWN-0007,"{""source"":""Inbound""}"
013d701d-b5cd-449d-80f4-c74d43056698,2026-03-27 17:37:47,False,HS-CON-0000047,ivy.patel.1@client012.example.com,Ivy,Patel,Bright Labs 12,Founder,opportunity,HS-COMP-000012,HS-OWN-0007,"{""source"":""Inbound""}"
b71777e8-793c-43b7-9179-e523241221e5,2026-03-27 17:37:47,False,HS-CON-0000048,kai.khan.2@client012.example.com,Kai,Khan,Bright Labs 12,VP Growth,marketingqualifiedlead,HS-COMP-000012,HS-OWN-0007,"{""source"":""Inbound""}"
c70962c8-a984-4c0b-9421-ad90d8b2cee6,2026-03-27 17:37:47,False,HS-CON-0000049,zoe.garcia.3@client012.example.com,Zoe,Garcia,Bright Labs 12,VP Growth,marketingqualifiedlead,HS-COMP-000012,HS-OWN-0007,"{""source"":""Inbound""}"
a23284cf-03f8-4a51-8fcc-c60b1d6aa146,2026-03-27 17:37:47,False,HS-CON-0000050,liam.clark.4@client012.example.com,Liam,Clark,Bright Labs 12,Founder,marketingqualifiedlead,HS-COMP-000012,HS-OWN-0007,"{""source"":""Outbound""}"
ea063823-1441-4c89-a980-f51594342ce9,2026-03-27 17:37:47,False,HS-CON-0000051,luna.nguyen.0@client013.example.com,Luna,Nguyen,North Digital 13,Marketing Manager,marketingqualifiedlead,HS-COMP-000013,HS-OWN-0005,"{""source"":""Referral""}"
9cd4e8a3-0a7a-4eaa-98d0-9026fd9d47f0,2026-03-27 17:37:47,False,HS-CON-0000052,ivy.nguyen.1@client013.example.com,Ivy,Nguyen,North Digital 13,VP Growth,marketingqualifiedlead,HS-COMP-000013,HS-OWN-0005,"{""source"":""Outbound""}"
6a53ab2a-0131-4247-a465-a0e342ea2838,2026-03-27 17:37:47,False,HS-CON-0000053,ivy.reed.2@client013.example.com,Ivy,Reed,North Digital 13,CMO,opportunity,HS-COMP-000013,HS-OWN-0005,"{""source"":""Inbound""}"
7f2dca60-b15d-4820-96c0-c9cdcd85bf8b,2026-03-27 17:37:47,False,HS-CON-0000054,owen.bailey.3@client013.example.com,Owen,Bailey,North Digital 13,CMO,customer,HS-COMP-000013,HS-OWN-0005,"{""source"":""Referral""}"
69b32217-6b3e-4a77-87ef-d44b7bfd3ab5,2026-03-27 17:37:47,False,HS-CON-0000055,liam.brooks.4@client013.example.com,Liam,Brooks,North Digital 13,VP Growth,opportunity,HS-COMP-000013,HS-OWN-0005,"{""source"":""Outbound""}"
061120f2-bee2-4aa3-8cc8-08f24999241f,2026-03-27 17:37:47,False,HS-CON-0000056,ava.wright.5@client013.example.com,Ava,Wright,North Digital 13,CMO,opportunity,HS-COMP-000013,HS-OWN-0005,"{""source"":""Inbound""}"
73d2bcc6-1024-42c7-a99e-2cd2e85ff971,2026-03-27 17:37:47,False,HS-CON-0000057,leo.bennett.0@client014.example.com,Leo,Bennett,Blue Digital 14,Founder,marketingqualifiedlead,HS-COMP-000014,HS-OWN-0008,"{""source"":""Inbound""}"
c0f25de5-cfc2-4fec-a476-7c9a45d2ea51,2026-03-27 17:37:47,False,HS-CON-0000058,noah.bennett.1@client014.example.com,Noah,Bennett,Blue Digital 14,CMO,opportunity,HS-COMP-000014,HS-OWN-0008,"{""source"":""Inbound""}"
7e311ff4-0e07-421e-9b38-36f43009fd86,2026-03-27 17:37:47,False,HS-CON-0000059,liam.lopez.2@client014.example.com,Liam,Lopez,Blue Digital 14,CMO,opportunity,HS-COMP-000014,HS-OWN-0008,"{""source"":""Referral""}"
15464d97-da38-4df7-9338-31d40bf4618e,2026-03-27 17:37:47,False,HS-CON-0000060,owen.brooks.3@client014.example.com,Owen,Brooks,Blue Digital 14,Founder,opportunity,HS-COMP-000014,HS-OWN-0008,"{""source"":""Inbound""}"
cce58d4d-28c0-4085-b76e-4e5fade7a521,2026-03-27 17:37:47,False,HS-CON-0000061,leo.rivera.0@client015.example.com,Leo,Rivera,Blue Labs 15,Founder,opportunity,HS-COMP-000015,HS-OWN-0008,"{""source"":""Outbound""}"
0e19b7f9-ec14-4efc-9846-d34acf860ed3,2026-03-27 17:37:47,False,HS-CON-0000062,aria.khan.1@client015.example.com,Aria,Khan,Blue Labs 15,Founder,lead,HS-COMP-000015,HS-OWN-0008,"{""source"":""Referral""}"
c441a9ca-8c0a-4c5a-b771-58ca115b06cc,2026-03-27 17:37:47,False,HS-CON-0000063,jude.reed.2@client015.example.com,Jude,Reed,Blue Labs 15,VP Growth,opportunity,HS-COMP-000015,HS-OWN-0008,"{""source"":""Inbound""}"
611f360a-abe0-44c8-8987-cb3c8ce422af,2026-03-27 17:37:47,False,HS-CON-0000064,noah.allen.3@client015.example.com,Noah,Allen,Blue Labs 15,VP Growth,opportunity,HS-COMP-000015,HS-OWN-0008,"{""source"":""Referral""}"
456f7b91-ae4b-4321-a7f7-b755e61b9a58,2026-03-27 17:37:47,False,HS-CON-0000065,liam.kim.0@client016.example.com,Liam,Kim,Nova Retail 16,CMO,marketingqualifiedlead,HS-COMP-000016,HS-OWN-0009,"{""source"":""Outbound""}"
ac50125a-f09d-4792-b8f3-d45592f50790,2026-03-27 17:37:47,False,HS-CON-0000066,ella.wright.1@client016.example.com,Ella,Wright,Nova Retail 16,Founder,lead,HS-COMP-000016,HS-OWN-0009,"{""source"":""Outbound""}"
6478ac02-6e5f-4702-a0e9-500da9cee570,2026-03-27 17:37:47,False,HS-CON-0000067,isla.bennett.2@client016.example.com,Isla,Bennett,Nova Retail 16,VP Growth,opportunity,HS-COMP-000016,HS-OWN-0009,"{""source"":""Referral""}"
ef723ef8-4eb9-4745-abc4-9ec8fe37be18,2026-03-27 17:37:47,False,HS-CON-0000068,noah.price.3@client016.example.com,Noah,Price,Nova Retail 16,Marketing Manager,opportunity,HS-COMP-000016,HS-OWN-0009,"{""source"":""Referral""}"
2615f020-dede-4ff5-bf7a-0d65eb5f255f,2026-03-27 17:37:47,False,HS-CON-0000069,zoe.shah.4@client016.example.com,Zoe,Shah,Nova Retail 16,Marketing Manager,lead,HS-COMP-000016,HS-OWN-0009,"{""source"":""Inbound""}"
5dd7efbe-aea4-47d5-91f9-e97ad546df9f,2026-03-27 17:37:47,False,HS-CON-0000070,mia.kim.0@client017.example.com,Mia,Kim,Prime Health 17,CMO,customer,HS-COMP-000017,HS-OWN-0009,"{""source"":""Inbound""}"
194f1353-6c74-4709-99ea-8bcdc94882f8,2026-03-27 17:37:47,False,HS-CON-0000071,evan.khan.1@client017.example.com,Evan,Khan,Prime Health 17,VP Growth,opportunity,HS-COMP-000017,HS-OWN-0009,"{""source"":""Outbound""}"
79848b7e-6ecf-498a-92ad-236eb42288b4,2026-03-27 17:37:47,False,HS-CON-0000072,noah.bailey.2@client017.example.com,Noah,Bailey,Prime Health 17,VP Growth,opportunity,HS-COMP-000017,HS-OWN-0009,"{""source"":""Inbound""}"
4032c314-399a-4155-9720-dfcada018a88,2026-03-27 17:37:47,False,HS-CON-0000073,evan.bailey.0@client018.example.com,Evan,Bailey,North Digital 18,Marketing Manager,lead,HS-COMP-000018,HS-OWN-0001,"{""source"":""Inbound""}"
f54de0b5-1254-49a6-b80d-787b980ad688,2026-03-27 17:37:47,False,HS-CON-0000074,mila.brooks.1@client018.example.com,Mila,Brooks,North Digital 18,Founder,customer,HS-COMP-000018,HS-OWN-0001,"{""source"":""Referral""}"
66426d81-47b2-4b50-ac1d-0ce38b790a6d,2026-03-27 17:37:47,False,HS-CON-0000075,iris.khan.2@client018.example.com,Iris,Khan,North Digital 18,Marketing Manager,opportunity,HS-COMP-000018,HS-OWN-0001,"{""source"":""Outbound""}"
9a38039f-1982-428d-b040-a75a66ee0dee,2026-03-27 17:37:47,False,HS-CON-0000076,noah.bennett.3@client018.example.com,Noah,Bennett,North Digital 18,Founder,opportunity,HS-COMP-000018,HS-OWN-0001,"{""source"":""Inbound""}"
1dfb9c17-d1f3-4933-bc72-267996b213c1,2026-03-27 17:37:47,False,HS-CON-0000077,ella.parker.0@client019.example.com,Ella,Parker,Bright Labs 19,VP Growth,lead,HS-COMP-000019,HS-OWN-0004,"{""source"":""Referral""}"
aade2071-6e4b-4729-afa4-723e284120b3,2026-03-27 17:37:47,False,HS-CON-0000078,nora.bailey.1@client019.example.com,Nora,Bailey,Bright Labs 19,VP Growth,marketingqualifiedlead,HS-COMP-000019,HS-OWN-0004,"{""source"":""Outbound""}"
d8524c5b-33db-4fbc-b9f4-2626282beda1,2026-03-27 17:37:47,False,HS-CON-0000079,mila.evans.2@client019.example.com,Mila,Evans,Bright Labs 19,CMO,marketingqualifiedlead,HS-COMP-000019,HS-OWN-0004,"{""source"":""Outbound""}"
54c2969f-a2dc-4812-ae69-1aa43ed5f1f7,2026-03-27 17:37:47,False,HS-CON-0000080,ava.rivera.0@client020.example.com,Ava,Rivera,Nova Capital 20,VP Growth,opportunity,HS-COMP-000020,HS-OWN-0008,"{""source"":""Referral""}"
5a4ef9c7-3384-486f-8044-f0eb7ad38d76,2026-03-27 17:37:47,False,HS-CON-0000081,ezra.brooks.1@client020.example.com,Ezra,Brooks,Nova Capital 20,VP Growth,customer,HS-COMP-000020,HS-OWN-0008,"{""source"":""Inbound""}"
1e01b169-e1b7-410a-8eef-fecdac2ed5a7,2026-03-27 17:37:47,False,HS-CON-0000082,liam.reed.2@client020.example.com,Liam,Reed,Nova Capital 20,Founder,customer,HS-COMP-000020,HS-OWN-0008,"{""source"":""Referral""}"
51ef52e2-bce9-4894-a799-26842768690e,2026-03-27 17:37:47,False,HS-CON-0000083,evan.lopez.3@client020.example.com,Evan,Lopez,Nova Capital 20,VP Growth,marketingqualifiedlead,HS-COMP-000020,HS-OWN-0008,"{""source"":""Referral""}"
d4f56163-7020-4f8c-8923-af084f3f1aba,2026-03-27 17:37:47,False,HS-CON-0000084,zoe.wright.4@client020.example.com,Zoe,Wright,Nova Capital 20,Founder,marketingqualifiedlead,HS-COMP-000020,HS-OWN-0008,"{""source"":""Referral""}"
cbeed0ee-b47b-471f-8c1a-c267933da74e,2026-03-27 17:37:47,False,HS-CON-0000085,owen.bailey.5@client020.example.com,Owen,Bailey,Nova Capital 20,CMO,opportunity,HS-COMP-000020,HS-OWN-0008,"{""source"":""Inbound""}"
2bc8b93a-091f-4635-8906-71e8c0ecec90,2026-03-27 17:37:47,False,HS-CON-0000086,owen.bennett.0@client021.example.com,Owen,Bennett,Prime Labs 21,Marketing Manager,marketingqualifiedlead,HS-COMP-000021,HS-OWN-0002,"{""source"":""Outbound""}"
d123a2e8-e9ea-48ef-b756-b956aa8d4a3e,2026-03-27 17:37:47,False,HS-CON-0000087,ella.patel.1@client021.example.com,Ella,Patel,Prime Labs 21,CMO,opportunity,HS-COMP-000021,HS-OWN-0002,"{""source"":""Referral""}"
e0337b7a-621d-46d3-a3b0-27cbcf4a6b7e,2026-03-27 17:37:47,False,HS-CON-0000088,jude.rivera.2@client021.example.com,Jude,Rivera,Prime Labs 21,VP Growth,lead,HS-COMP-000021,HS-OWN-0002,"{""source"":""Inbound""}"
eafb5852-e1e1-4ebc-b620-82a89c9f280c,2026-03-27 17:37:47,False,HS-CON-0000089,ivy.kim.3@client021.example.com,Ivy,Kim,Prime Labs 21,VP Growth,opportunity,HS-COMP-000021,HS-OWN-0002,"{""source"":""Referral""}"
50814cba-9cff-4f1e-9ade-13bbe8482677,2026-03-27 17:37:47,False,HS-CON-0000090,ella.patel.4@client021.example.com,Ella,Patel,Prime Labs 21,Founder,lead,HS-COMP-000021,HS-OWN-0002,"{""source"":""Outbound""}"
9f58b81f-390e-410b-808c-025773994276,2026-03-27 17:37:47,False,HS-CON-0000091,ella.allen.0@client022.example.com,Ella,Allen,Nova Capital 22,VP Growth,marketingqualifiedlead,HS-COMP-000022,HS-OWN-0007,"{""source"":""Inbound""}"
8dcdf80a-e0f2-4cde-96be-370f3ef91eb3,2026-03-27 17:37:47,False,HS-CON-0000092,jude.parker.1@client022.example.com,Jude,Parker,Nova Capital 22,Founder,lead,HS-COMP-000022,HS-OWN-0007,"{""source"":""Inbound""}"
c416b039-4a17-4c9b-8dfb-1528a99bdc8f,2026-03-27 17:37:47,False,HS-CON-0000093,liam.kim.2@client022.example.com,Liam,Kim,Nova Capital 22,VP Growth,customer,HS-COMP-000022,HS-OWN-0007,"{""source"":""Outbound""}"
e757d630-c091-4e3f-8396-e4c7cdd4c6d0,2026-03-27 17:37:47,False,HS-CON-0000094,evan.kim.3@client022.example.com,Evan,Kim,Nova Capital 22,Marketing Manager,opportunity,HS-COMP-000022,HS-OWN-0007,"{""source"":""Outbound""}"
9f4f476f-e859-4edc-9602-415ec80aac89,2026-03-27 17:37:47,False,HS-CON-0000095,zoe.reed.4@client022.example.com,Zoe,Reed,Nova Capital 22,Founder,opportunity,HS-COMP-000022,HS-OWN-0007,"{""source"":""Outbound""}"
dcf64dca-e2b3-475f-986c-f1177a0e169b,2026-03-27 17:37:47,False,HS-CON-0000096,iris.morgan.0@client023.example.com,Iris,Morgan,Blue Labs 23,CMO,customer,HS-COMP-000023,HS-OWN-0009,"{""source"":""Inbound""}"
f2568f57-64bb-42e2-a4c0-14a4fd1a6cf8,2026-03-27 17:37:47,False,HS-CON-0000097,owen.evans.1@client023.example.com,Owen,Evans,Blue Labs 23,Founder,marketingqualifiedlead,HS-COMP-000023,HS-OWN-0009,"{""source"":""Outbound""}"
19d516f5-8fe2-43aa-9541-b798e65a9004,2026-03-27 17:37:47,False,HS-CON-0000098,ezra.patel.2@client023.example.com,Ezra,Patel,Blue Labs 23,CMO,marketingqualifiedlead,HS-COMP-000023,HS-OWN-0009,"{""source"":""Inbound""}"
90ce2e6b-6b17-401a-9a5d-aee90c2152ed,2026-03-27 17:37:47,False,HS-CON-0000099,evan.allen.3@client023.example.com,Evan,Allen,Blue Labs 23,Founder,marketingqualifiedlead,HS-COMP-000023,HS-OWN-0009,"{""source"":""Referral""}"
de068558-ba04-417d-bf89-75f0cfe929e1,2026-03-27 17:37:47,False,HS-CON-0000100,nora.carter.4@client023.example.com,Nora,Carter,Blue Labs 23,Founder,lead,HS-COMP-000023,HS-OWN-0009,"{""source"":""Outbound""}"
5261537f-dd29-4b69-9482-d9b244f706d7,2026-03-27 17:37:47,False,HS-CON-0000101,isla.parker.5@client023.example.com,Isla,Parker,Blue Labs 23,Marketing Manager,opportunity,HS-COMP-000023,HS-OWN-0009,"{""source"":""Outbound""}"
44386f80-84ff-4067-b7e5-0ba527e28c36,2026-03-27 17:37:47,False,HS-CON-0000102,aria.clark.0@client024.example.com,Aria,Clark,North Capital 24,CMO,customer,HS-COMP-000024,HS-OWN-0003,"{""source"":""Referral""}"
dcd96fdc-0d50-4bb7-9617-3714a35dfc8b,2026-03-27 17:37:47,False,HS-CON-0000103,ella.kim.1@client024.example.com,Ella,Kim,North Capital 24,VP Growth,lead,HS-COMP-000024,HS-OWN-0003,"{""source"":""Referral""}"
81f5185d-afa3-4569-b97c-ac62a170fc77,2026-03-27 17:37:47,False,HS-CON-0000104,noah.wright.2@client024.example.com,Noah,Wright,North Capital 24,Founder,opportunity,HS-COMP-000024,HS-OWN-0003,"{""source"":""Outbound""}"
a27015f1-2fca-4f20-a181-b9c2e9c209aa,2026-03-27 17:37:47,False,HS-CON-0000105,ruby.lopez.3@client024.example.com,Ruby,Lopez,North Capital 24,Marketing Manager,opportunity,HS-COMP-000024,HS-OWN-0003,"{""source"":""Outbound""}"
8dccd91a-ee63-4cad-8fe8-f7e29cd5abd3,2026-03-27 17:37:47,False,HS-CON-0000106,aria.kim.4@client024.example.com,Aria,Kim,North Capital 24,CMO,marketingqualifiedlead,HS-COMP-000024,HS-OWN-0003,"{""source"":""Inbound""}"
