_dataorbit_sync_id,_dataorbit_synced_at,id,first_name,last_name,email,is_active,is_contractor,roles,cost_rate,default_hourly_rate,weekly_capacity,created_at,updated_at
3e88a523-a2f2-4af1-ba8a-80ad9aea1651,2026-03-27 17:33:21,2000023,Liam,Shah,liam.shah.23@agency.example.com,True,False,"[""Manager""]",27.22,78.65,144000,2024-04-05 22:41:56,2026-02-23 18:29:25
c1517289-5cb5-4b75-8d9b-9a7e5b0b682e,2026-03-27 17:33:21,2000024,Evan,Brooks,evan.brooks.24@agency.example.com,True,False,"[""Contributor""]",92.32,299.39,144000,2025-08-17 23:23:55,2026-03-24 10:47:11
4bb0828f-fa56-4d8f-947d-4ddaffecd3da,2026-03-27 17:33:21,2000025,Kai,Bennett,kai.bennett.25@agency.example.com,True,False,"[""Manager""]",56.07,124.23,126000,2025-05-09 17:11:29,2026-02-05 19:40:38
20ab1d53-fc41-4c68-93af-1becd0cccabc,2026-03-27 17:33:21,2000026,Evan,Wright,evan.wright.26@agency.example.com,True,False,"[""Executive""]",55.68,131.31,126000,2024-06-02 19:54:52,2026-03-26 10:34:33
19b51540-543e-4324-8ccb-8265a4d7cc1d,2026-03-27 17:33:21,2000027,Isla,Brooks,isla.brooks.27@agency.example.com,True,False,"[""Contributor""]",62.91,201.32,162000,2025-08-28 06:08:02,2026-02-27 03:08:31
6d71e870-818c-40da-9697-ffa38e72868e,2026-03-27 17:33:21,2000028,Aria,Reed,aria.reed.28@agency.example.com,False,True,"[""Manager""]",36.73,109.95,126000,2025-08-11 02:14:03,2026-03-15 12:07:56
98ae2cc8-1abf-43c7-85e2-7c72e032c437,2026-03-27 17:33:21,2000029,Mia,Kim,mia.kim.29@agency.example.com,True,True,"[""Executive""]",40.29,101.76,144000,2024-04-11 07:21:24,2026-03-16 01:17:02
29dd258e-17d6-403c-9591-dbf656a13be0,2026-03-27 17:33:21,2000030,Isla,Nguyen,isla.nguyen.30@agency.example.com,True,False,"[""Contributor""]",53.12,175.15,126000,2025-05-21 06:17:05,2026-02-17 15:49:01
486199a6-6758-4e2f-8127-97a207c57712,2026-03-27 17:33:21,2000031,Ava,Brooks,ava.brooks.31@agency.example.com,True,False,"[""Contributor""]",33.48,77.16,144000,2025-11-08 09:25:43,2026-02-23 21:12:30
f6087c1b-fc0a-4cd6-bd62-89b41e9c793f,2026-03-27 17:33:21,2000032,Nora,Reed,nora.reed.32@agency.example.com,True,False,"[""Executive""]",65.93,182.59,126000,2024-07-14 10:16:53,2026-01-30 04:44:19
810efe4a-233d-4b14-a3a6-1e7d4b6fbc26,2026-03-27 17:33:21,2000033,Nora,Nguyen,nora.nguyen.33@agency.example.com,False,False,"[""Manager""]",45.7,102.74,126000,2024-12-15 01:05:12,2026-01-30 21:19:15
97ade294-89ce-47c4-8a84-8ac68b6e4287,2026-03-27 17:33:21,2000034,Kai,Garcia,kai.garcia.34@agency.example.com,True,False,"[""Contributor""]",59.15,180.41,144000,2025-07-21 00:50:49,2026-01-31 04:16:53
2fc45d6f-8147-4c55-8aa1-0320458353ae,2026-03-27 17:33:21,2000035,Ezra,Kim,ezra.kim.35@agency.example.com,False,True,"[""Executive""]",32.29,104.58,126000,2024-05-15 18:00:48,2026-02-15 09:44:38
8548b5ad-04dc-4944-a8a0-16b69e8eda39,2026-03-27 17:33:21,2000036,Ivy,Allen,ivy.allen.36@agency.example.com,True,False,"[""Contributor""]",47.7,108.86,144000,2024-07-15 10:24:02,2026-03-08 00:56:07
1ef482d5-15c7-4f27-b241-5163868d69d7,2026-03-27 17:33:21,2000037,Leo,Wright,leo.wright.37@agency.example.com,True,False,"[""Manager""]",43.56,96.19,126000,2024-06-04 23:16:08,2026-03-25 09:02:53
3e266585-d9b0-4674-9650-d33722f53f08,2026-03-27 17:33:21,2000038,Mila,Carter,mila.carter.38@agency.example.com,True,False,"[""Manager""]",73.47,218.58,162000,2025-04-20 00:08:12,2026-03-27 03:44:06
742cb47b-8ce4-4c6f-af3e-81b0043886f3,2026-03-27 17:33:21,2000039,Noah,Clark,noah.clark.39@agency.example.com,True,False,"[""Executive""]",54.32,166.06,144000,2024-05-07 22:50:02,2026-02-14 12:57:13
1e5194e7-95e2-40e2-9103-304818e34d62,2026-03-27 17:33:21,2000040,Mia,Kim,mia.kim.40@agency.example.com,True,False,"[""Executive""]",59.83,194.25,144000,2024-04-30 09:03:08,2026-02-05 20:52:28
64453dd9-0fb9-4696-8e3e-24f5918c7494,2026-03-27 17:33:21,2000041,Liam,Bailey,liam.bailey.41@agency.example.com,False,False,"[""Executive""]",31.69,97.6,144000,2024-09-22 10:14:43,2026-02-06 10:11:02
df3cd214-9576-41a5-88e9-58b69581f103,2026-03-27 17:33:21,2000042,Zoe,Morgan,zoe.morgan.42@agency.example.com,True,True,"[""Contributor""]",35.03,83.67,162000,2025-03-16 03:12:01,2026-02-13 00:28:02
9638bc29-6bc1-4111-a9cd-4e581194fee9,2026-03-27 17:33:21,2000043,Kai,Wright,kai.wright.43@agency.example.com,True,False,"[""Manager""]",44.37,113.8,126000,2026-01-18 05:29:16,2026-03-12 22:19:45
7ee0adb4-890a-4ba8-8d08-96dad9931459,2026-03-27 17:33:21,2000044,Evan,Carter,evan.carter.44@agency.example.com,True,True,"[""Executive""]",57.17,162.13,126000,2025-06-30 05:25:21,2026-03-13 16:51:54
46023c3f-35b4-4e61-8c92-96d1fefc153d,2026-03-27 17:33:21,2000045,Evan,Shah,evan.shah.45@agency.example.com,True,False,"[""Executive""]",55.89,191.71,162000,2026-02-23 10:10:58,2026-01-27 05:23:14
fe1876a4-7605-44e9-a32d-cfb3746b5b20,2026-03-27 17:33:21,2000046,Ivy,Patel,ivy.patel.46@agency.example.com,True,False,"[""Manager""]",66.94,154.5,126000,2025-09-17 02:59:30,2026-03-07 05:02:40
70d0eca9-a422-4d11-a5ff-07782121c6b5,2026-03-27 17:33:21,2000047,Nora,Kim,nora.kim.47@agency.example.com,True,False,"[""Executive""]",45.71,135.24,144000,2025-03-22 22:40:50,2026-02-09 04:34:22
cf7a101e-5774-4bf0-8ca7-31ea6b613d47,2026-03-27 17:33:21,2000048,Kai,Reed,kai.reed.48@agency.example.com,True,False,"[""Contributor""]",68.88,189.67,144000,2025-09-20 22:14:37,2026-03-27 04:47:13
ed457c2f-a5ef-402f-81dc-9d1bac7c7ee7,2026-03-27 17:33:21,2000049,Luna,Price,luna.price.49@agency.example.com,True,False,"[""Contributor""]",58.33,175.27,144000,2025-01-06 08:21:43,2026-02-12 17:57:30
e1e886e4-5d77-4c76-83ab-1475b4a34c06,2026-03-27 17:33:21,2000050,Luna,Khan,luna.khan.50@agency.example.com,True,False,"[""Contributor""]",30.86,88.09,144000,2024-10-28 23:55:09,2026-02-01 00:27:24
1e444ce7-010d-4ccd-befa-ea6b5a48470d,2026-03-27 17:33:21,2000051,Noah,Wright,noah.wright.51@agency.example.com,True,False,"[""Executive""]",56.67,184.26,126000,2024-08-21 00:43:15,2026-03-12 04:28:47
268b5f8b-6905-41af-8b46-517945ba9112,2026-03-27 17:33:21,2000052,Noah,Khan,noah.khan.52@agency.example.com,True,False,"[""Manager""]",87.86,252.76,162000,2024-04-14 08:31:59,2026-02-24 04:41:24
6cb8c37e-b72a-4daa-9dcc-901dfcb2eb47,2026-03-27 17:33:21,2000053,Ivy,Bailey,ivy.bailey.53@agency.example.com,True,True,"[""Manager""]",45.05,148.01,162000,2025-08-10 11:06:48,2026-02-28 08:12:24
44ecb87f-61aa-4c36-b7bf-806fdb8c039b,2026-03-27 17:33:21,2000054,Ivy,Price,ivy.price.54@agency.example.com,True,False,"[""Contributor""]",70.9,171.81,144000,2024-09-19 21:04:39,2026-03-14 17:55:26
652e9d8b-73cb-42b5-8013-43fec2dd8953,2026-03-27 17:33:21,2000055,Ella,Clark,ella.clark.55@agency.example.com,True,False,"[""Executive""]",31.28,105.61,126000,2024-07-30 23:33:41,2026-02-18 19:54:55
dc7e3de1-6ef0-4559-ac5a-b3a1ac046ad4,2026-03-27 17:33:21,2000056,Mia,Patel,mia.patel.56@agency.example.com,True,False,"[""Manager""]",65.22,175.1,162000,2024-08-01 00:35:41,2026-03-19 13:02:02
e2bf7614-bea0-44d3-aa84-7f0c8c7ad094,2026-03-27 17:33:21,2000057,Mila,Garcia,mila.garcia.57@agency.example.com,True,False,"[""Contributor""]",42.12,118.61,144000,2025-11-03 12:08:52,2026-03-23 10:26:16
4cb46cd3-bad1-4b30-8958-e8564e631448,2026-03-27 17:33:21,2000058,Isla,Price,isla.price.58@agency.example.com,True,False,"[""Manager""]",48.71,135.4,126000,2024-12-06 05:28:04,2026-02-01 01:47:36
6bf0486f-4536-4643-aa1d-4aec0b05e2f1,2026-03-27 17:33:21,2000059,Jude,Lopez,jude.lopez.59@agency.example.com,True,False,"[""Contributor""]",58.05,142.38,144000,2025-07-09 05:29:40,2026-03-26 11:29:21
86cfa725-54ce-4c26-9cdf-3d13d71435e5,2026-03-27 17:33:21,2000060,Owen,Patel,owen.patel.60@agency.example.com,True,False,"[""Contributor""]",52.83,183.36,162000,2024-06-03 18:30:45,2026-02-16 16:09:43
a809a6d4-675a-4cc0-b907-1652cb4a575f,2026-03-27 17:33:21,2000061,Evan,Carter,evan.carter.61@agency.example.com,True,True,"[""Contributor""]",45.2,127.33,162000,2024-12-13 06:10:37,2026-02-02 03:37:00
6dce867b-c299-4595-9ea5-1f478982dba8,2026-03-27 17:33:21,2000062,Iris,Brooks,iris.brooks.62@agency.example.com,True,False,"[""Contributor""]",25.28,65.13,144000,2024-04-29 12:50:03,2026-02-25 01:15:01
29bf901a-b94d-4ec0-a059-906db9b6a40a,2026-03-27 17:33:21,2000063,Iris,Clark,iris.clark.63@agency.example.com,True,True,"[""Executive""]",64.15,215.58,144000,2024-08-14 01:17:52,2026-03-15 11:44:04
6accf9da-b346-4fc1-a826-5f6b02bacdad,2026-03-27 17:33:21,2000064,Ezra,Nguyen,ezra.nguyen.64@agency.example.com,True,False,"[""Executive""]",57.35,177.31,162000,2025-12-23 07:24:55,2026-02-07 08:12:21
0b184175-807b-451d-bb5c-838ec6f5cea0,2026-03-27 17:33:21,2000065,Ella,Parker,ella.parker.65@agency.example.com,True,False,"[""Manager""]",60.76,155.21,144000,2025-08-03 22:03:43,2026-03-02 07:03:33
