_dataorbit_sync_id,_dataorbit_synced_at,_dataorbit_is_deleted,hs_object_id,email,firstname,lastname,company,jobtitle,lifecyclestage,associated_company_id,hubspot_owner_id,properties
ceb78dbe-f17c-46fa-bf45-299ffc1a7cad,2026-03-27 17:33:21,False,HS-CON-0000030,ruby.bennett.2@client007.example.com,Ruby,Bennett,Nova Retail 7,Founder,opportunity,HS-COMP-000007,HS-OWN-0006,"{""source"":""Outbound""}"
3a834adf-88a9-4a56-8f54-13582bfecf4c,2026-03-27 17:33:21,False,HS-CON-0000031,jude.evans.0@client008.example.com,Jude,Evans,North Digital 8,Founder,customer,HS-COMP-000008,HS-OWN-0006,"{""source"":""Outbound""}"
24da21fa-f3a6-4388-a959-7fab739a0868,2026-03-27 17:33:21,False,HS-CON-0000032,luna.patel.1@client008.example.com,Luna,Patel,North Digital 8,Founder,marketingqualifiedlead,HS-COMP-000008,HS-OWN-0006,"{""source"":""Referral""}"
999555b6-7139-4e16-9a94-fe16fe683045,2026-03-27 17:33:21,False,HS-CON-0000033,noah.allen.0@client009.example.com,Noah,Allen,North Retail 9,CMO,customer,HS-COMP-000009,HS-OWN-0009,"{""source"":""Referral""}"
014fa7bd-cd56-48c2-b557-902d8806493d,2026-03-27 17:33:21,False,HS-CON-0000034,aria.evans.1@client009.example.com,Aria,Evans,North Retail 9,Marketing Manager,opportunity,HS-COMP-000009,HS-OWN-0009,"{""source"":""Inbound""}"
ec0f3495-7bb5-4f9d-8fa0-697a3137a5d5,2026-03-27 17:33:21,False,HS-CON-0000035,iris.kim.2@client009.example.com,Iris,Kim,North Retail 9,VP Growth,opportunity,HS-COMP-000009,HS-OWN-0009,"{""source"":""Outbound""}"
ec15274d-1a3e-4fdd-97d1-4f36463603b2,2026-03-27 17:33:21,False,HS-CON-0000036,kai.kim.3@client009.example.com,Kai,Kim,North Retail 9,CMO,opportunity,HS-COMP-000009,HS-OWN-0009,"{""source"":""Outbound""}"
be4b3472-cbe6-4730-8272-6e0969e0672f,2026-03-27 17:33:21,False,HS-CON-0000037,jude.kim.0@client010.example.com,Jude,Kim,Nova Capital 10,Founder,marketingqualifiedlead,HS-COMP-000010,HS-OWN-0001,"{""source"":""Inbound""}"
54fbeb39-8937-4e4b-a53a-49bdd1e100dc,2026-03-27 17:33:21,False,HS-CON-0000038,leo.evans.1@client010.example.com,Leo,Evans,Nova Capital 10,Marketing Manager,customer,HS-COMP-000010,HS-OWN-0001,"{""source"":""Inbound""}"
0dfd9692-6554-4f07-a3e8-6dc647a1ba48,2026-03-27 17:33:21,False,HS-CON-0000039,ivy.wright.2@client010.example.com,Ivy,Wright,Nova Capital 10,Marketing Manager,customer,HS-COMP-000010,HS-OWN-0001,"{""source"":""Outbound""}"
de85aa03-49db-4464-8730-3cf857418806,2026-03-27 17:33:21,False,HS-CON-0000040,mila.bennett.3@client010.example.com,Mila,Bennett,Nova Capital 10,Marketing Manager,marketingqualifiedlead,HS-COMP-000010,HS-OWN-0001,"{""source"":""Referral""}"
d4b6a7fd-fa6a-4a61-884e-aa4c3632183e,2026-03-27 17:33:21,False,HS-CON-0000041,leo.shah.0@client011.example.com,Leo,Shah,Prime Capital 11,Founder,marketingqualifiedlead,HS-COMP-000011,HS-OWN-0008,"{""source"":""Referral""}"
6a3d2b94-ad33-4f85-bbcc-f3cb231fe618,2026-03-27 17:33:21,False,HS-CON-0000042,noah.morgan.1@client011.example.com,Noah,Morgan,Prime Capital 11,Founder,opportunity,HS-COMP-000011,HS-OWN-0008,"{""source"":""Inbound""}"
d00ef9c1-8e4f-4ab0-ac35-e5233cc53097,2026-03-27 17:33:21,False,HS-CON-0000043,aria.lopez.0@client012.example.com,Aria,Lopez,Bright Labs 12,Marketing Manager,customer,HS-COMP-000012,HS-OWN-0007,"{""source"":""Inbound""}"
f447e0f5-526c-46ab-a2b1-10a8bc821f40,2026-03-27 17:33:21,False,HS-CON-0000044,mila.morgan.1@client012.example.com,Mila,Morgan,Bright Labs 12,VP Growth,lead,HS-COMP-000012,HS-OWN-0007,"{""source"":""Inbound""}"
4eb96550-d254-425a-95cd-4477ac155584,2026-03-27 17:33:21,False,HS-CON-0000045,jude.wright.0@client013.example.com,Jude,Wright,North Digital 13,Marketing Manager,customer,HS-COMP-000013,HS-OWN-0005,"{""source"":""Inbound""}"
a5bf951c-f0d0-454b-acce-25010449a080,2026-03-27 17:33:21,False,HS-CON-0000046,noah.parker.1@client013.example.com,Noah,Parker,North Digital 13,VP Growth,lead,HS-COMP-000013,HS-OWN-0005,"{""source"":""Outbound""}"
69178963-daaa-4c3f-9c32-b38aec17f9ba,2026-03-27 17:33:21,False,HS-CON-0000047,ella.khan.0@client014.example.com,Ella,Khan,Blue Digital 14,VP Growth,marketingqualifiedlead,HS-COMP-000014,HS-OWN-0008,"{""source"":""Outbound""}"
0605407c-3a9a-4b13-8a00-226991289a63,2026-03-27 17:33:21,False,HS-CON-0000048,mia.price.1@client014.example.com,Mia,Price,Blue Digital 14,VP Growth,marketingqualifiedlead,HS-COMP-000014,HS-OWN-0008,"{""source"":""Inbound""}"
26d5b83f-8a0b-41a3-b2ad-4d5a5cdddbff,2026-03-27 17:33:21,False,HS-CON-0000049,liam.allen.0@client015.example.com,Liam,Allen,Blue Labs 15,VP Growth,customer,HS-COMP-000015,HS-OWN-0008,"{""source"":""Outbound""}"
f45953a5-15ce-4d1a-81fb-b5b26360c19e,2026-03-27 17:33:21,False,HS-CON-0000050,ruby.shah.1@client015.example.com,Ruby,Shah,Blue Labs 15,CMO,marketingqualifiedlead,HS-COMP-000015,HS-OWN-0008,"{""source"":""Referral""}"
3da442ca-d6ea-4230-b840-9dfda189997e,2026-03-27 17:33:21,False,HS-CON-0000051,ella.patel.2@client015.example.com,Ella,Patel,Blue Labs 15,VP Growth,opportunity,HS-COMP-000015,HS-OWN-0008,"{""source"":""Inbound""}"
b0116d85-baa2-457c-a2c4-4f0096ebb1fb,2026-03-27 17:33:21,False,HS-CON-0000052,zoe.garcia.0@client016.example.com,Zoe,Garcia,Nova Retail 16,CMO,opportunity,HS-COMP-000016,HS-OWN-0009,"{""source"":""Outbound""}"
5435aa8c-99db-4043-a6c0-8b5fe70890f5,2026-03-27 17:33:21,False,HS-CON-0000053,mila.clark.1@client016.example.com,Mila,Clark,Nova Retail 16,Founder,customer,HS-COMP-000016,HS-OWN-0009,"{""source"":""Inbound""}"
89f77219-21b5-4248-b7bc-80dfe7238c55,2026-03-27 17:33:21,False,HS-CON-0000054,evan.wright.2@client016.example.com,Evan,Wright,Nova Retail 16,Founder,lead,HS-COMP-000016,HS-OWN-0009,"{""source"":""Outbound""}"
9ae27624-9a0d-4bbd-a464-91b0859cfe33,2026-03-27 17:33:21,False,HS-CON-0000055,ella.evans.3@client016.example.com,Ella,Evans,Nova Retail 16,Founder,opportunity,HS-COMP-000016,HS-OWN-0009,"{""source"":""Outbound""}"
e15668fb-4ca0-4391-b459-5dfbb41308ba,2026-03-27 17:33:21,False,HS-CON-0000056,jude.bennett.0@client017.example.com,Jude,Bennett,Prime Health 17,CMO,marketingqualifiedlead,HS-COMP-000017,HS-OWN-0009,"{""source"":""Inbound""}"
7da63df8-96df-45b9-85d7-526c5dd4c46f,2026-03-27 17:33:21,False,HS-CON-0000057,ezra.wright.1@client017.example.com,Ezra,Wright,Prime Health 17,VP Growth,customer,HS-COMP-000017,HS-OWN-0009,"{""source"":""Outbound""}"
77f4ec99-621e-4185-9486-8a6bf576abb5,2026-03-27 17:33:21,False,HS-CON-0000058,liam.evans.2@client017.example.com,Liam,Evans,Prime Health 17,Marketing Manager,customer,HS-COMP-000017,HS-OWN-0009,"{""source"":""Referral""}"
dd320f0c-9433-4915-94ea-78c2acbde407,2026-03-27 17:33:21,False,HS-CON-0000059,evan.lopez.0@client018.example.com,Evan,Lopez,North Digital 18,VP Growth,customer,HS-COMP-000018,HS-OWN-0001,"{""source"":""Inbound""}"
a1fbb25d-5be6-44f6-8f38-24c97440feba,2026-03-27 17:33:21,False,HS-CON-0000060,mia.kim.1@client018.example.com,Mia,Kim,North Digital 18,CMO,customer,HS-COMP-000018,HS-OWN-0001,"{""source"":""Inbound""}"
bb8657b0-6b7c-4460-8811-c2f526c99ac7,2026-03-27 17:33:21,False,HS-CON-0000061,evan.khan.2@client018.example.com,Evan,Khan,North Digital 18,VP Growth,opportunity,HS-COMP-000018,HS-OWN-0001,"{""source"":""Outbound""}"
06da93cf-eda4-4c48-982c-7ea3111d357d,2026-03-27 17:33:21,False,HS-CON-0000062,noah.bailey.3@client018.example.com,Noah,Bailey,North Digital 18,VP Growth,opportunity,HS-COMP-000018,HS-OWN-0001,"{""source"":""Inbound""}"
eb7ff3c0-881a-4eec-a780-f5b525dcdd94,2026-03-27 17:33:21,False,HS-CON-0000063,isla.evans.0@client019.example.com,Isla,Evans,Bright Labs 19,CMO,lead,HS-COMP-000019,HS-OWN-0004,"{""source"":""Referral""}"
499dc35e-c5eb-4558-91a9-8c95fa3a4387,2026-03-27 17:33:21,False,HS-CON-0000064,kai.rivera.1@client019.example.com,Kai,Rivera,Bright Labs 19,Founder,customer,HS-COMP-000019,HS-OWN-0004,"{""source"":""Outbound""}"
f545e6b6-e025-47c3-8a51-48270f2b4c32,2026-03-27 17:33:21,False,HS-CON-0000065,noah.kim.2@client019.example.com,Noah,Kim,Bright Labs 19,VP Growth,lead,HS-COMP-000019,HS-OWN-0004,"{""source"":""Referral""}"
73543524-e77d-4daa-8c81-23e6a67ebd72,2026-03-27 17:33:21,False,HS-CON-0000066,evan.parker.3@client019.example.com,Evan,Parker,Bright Labs 19,VP Growth,marketingqualifiedlead,HS-COMP-000019,HS-OWN-0004,"{""source"":""Outbound""}"
bdd84473-6ce8-4442-8489-8903399326c6,2026-03-27 17:33:21,False,HS-CON-0000067,iris.reed.4@client019.example.com,Iris,Reed,Bright Labs 19,Marketing Manager,customer,HS-COMP-000019,HS-OWN-0004,"{""source"":""Outbound""}"
ae143f58-96d1-42d8-9934-eee171e969a3,2026-03-27 17:33:21,False,HS-CON-0000068,liam.garcia.5@client019.example.com,Liam,Garcia,Bright Labs 19,Marketing Manager,opportunity,HS-COMP-000019,HS-OWN-0004,"{""source"":""Inbound""}"
4c145c76-7f25-4476-ac94-896610010e25,2026-03-27 17:33:21,False,HS-CON-0000069,jude.bailey.0@client020.example.com,Jude,Bailey,Nova Capital 20,CMO,marketingqualifiedlead,HS-COMP-000020,HS-OWN-0008,"{""source"":""Outbound""}"
caa3a8bc-e6b8-4b30-81d6-70b63893d3af,2026-03-27 17:33:21,False,HS-CON-0000070,iris.kim.1@client020.example.com,Iris,Kim,Nova Capital 20,Marketing Manager,opportunity,HS-COMP-000020,HS-OWN-0008,"{""source"":""Outbound""}"
84203c63-e787-4e20-b9cb-6b1da033a53e,2026-03-27 17:33:21,False,HS-CON-0000071,liam.nguyen.2@client020.example.com,Liam,Nguyen,Nova Capital 20,CMO,lead,HS-COMP-000020,HS-OWN-0008,"{""source"":""Outbound""}"
d073fd85-6530-437a-8f41-6a429f43b235,2026-03-27 17:33:21,False,HS-CON-0000072,iris.shah.3@client020.example.com,Iris,Shah,Nova Capital 20,Marketing Manager,customer,HS-COMP-000020,HS-OWN-0008,"{""source"":""Outbound""}"
f53a3514-8dc6-4bcb-b7e8-1f4630fba819,2026-03-27 17:33:21,False,HS-CON-0000073,kai.clark.0@client021.example.com,Kai,Clark,Prime Labs 21,Founder,lead,HS-COMP-000021,HS-OWN-0002,"{""source"":""Outbound""}"
b3ab91d3-b796-409c-9ef6-99e44011a2e9,2026-03-27 17:33:21,False,HS-CON-0000074,liam.reed.1@client021.example.com,Liam,Reed,Prime Labs 21,Founder,customer,HS-COMP-000021,HS-OWN-0002,"{""source"":""Referral""}"
26a78167-4b95-4b54-b687-f9f092c7b72d,2026-03-27 17:33:21,False,HS-CON-0000075,evan.lopez.2@client021.example.com,Evan,Lopez,Prime Labs 21,VP Growth,marketingqualifiedlead,HS-COMP-000021,HS-OWN-0002,"{""source"":""Referral""}"
b544bc77-6ddb-48cd-8197-216e06241f6a,2026-03-27 17:33:21,False,HS-CON-0000076,ivy.morgan.0@client022.example.com,Ivy,Morgan,Nova Capital 22,Marketing Manager,opportunity,HS-COMP-000022,HS-OWN-0007,"{""source"":""Outbound""}"
74bbc4d3-1d09-40e0-88c5-0c48f089fcc8,2026-03-27 17:33:21,False,HS-CON-0000077,zoe.lopez.1@client022.example.com,Zoe,Lopez,Nova Capital 22,Marketing Manager,customer,HS-COMP-000022,HS-OWN-0007,"{""source"":""Outbound""}"
288f8048-d39a-4be1-b036-ceb878ad2969,2026-03-27 17:33:21,False,HS-CON-0000078,evan.rivera.2@client022.example.com,Evan,Rivera,Nova Capital 22,VP Growth,customer,HS-COMP-000022,HS-OWN-0007,"{""source"":""Inbound""}"
46440c89-7632-46a5-9721-a8392b9d8466,2026-03-27 17:33:21,False,HS-CON-0000079,noah.brooks.3@client022.example.com,Noah,Brooks,Nova Capital 22,Founder,marketingqualifiedlead,HS-COMP-000022,HS-OWN-0007,"{""source"":""Inbound""}"
10f92706-e0a5-4b61-a13c-35640c93b989,2026-03-27 17:33:21,False,HS-CON-0000080,iris.wright.4@client022.example.com,Iris,Wright,Nova Capital 22,CMO,lead,HS-COMP-000022,HS-OWN-0007,"{""source"":""Referral""}"
fa46862c-9386-4c50-b7ab-b79d53a6deab,2026-03-27 17:33:21,False,HS-CON-0000081,ruby.evans.5@client022.example.com,Ruby,Evans,Nova Capital 22,Founder,opportunity,HS-COMP-000022,HS-OWN-0007,"{""source"":""Outbound""}"
4de2eea1-e4cd-45ba-8b5a-1f8e9ea2f414,2026-03-27 17:33:21,False,HS-CON-0000082,kai.wright.0@client023.example.com,Kai,Wright,Blue Labs 23,CMO,customer,HS-COMP-000023,HS-OWN-0009,"{""source"":""Inbound""}"
27ec5f43-2025-498f-aca1-934d6e85f190,2026-03-27 17:33:21,False,HS-CON-0000083,iris.bailey.1@client023.example.com,Iris,Bailey,Blue Labs 23,Marketing Manager,opportunity,HS-COMP-000023,HS-OWN-0009,"{""source"":""Outbound""}"
d82dfea7-090b-41d6-90dc-f761814b2255,2026-03-27 17:33:21,False,HS-CON-0000084,mila.khan.2@client023.example.com,Mila,Khan,Blue Labs 23,Founder,customer,HS-COMP-000023,HS-OWN-0009,"{""source"":""Outbound""}"
50135350-0c3e-406e-ae53-fe413479dd41,2026-03-27 17:33:21,False,HS-CON-0000085,aria.evans.3@client023.example.com,Aria,Evans,Blue Labs 23,CMO,marketingqualifiedlead,HS-COMP-000023,HS-OWN-0009,"{""source"":""Inbound""}"
3800d5b3-200a-4c26-877e-e39f7e0e6d91,2026-03-27 17:33:21,False,HS-CON-0000086,jude.clark.0@client024.example.com,Jude,Clark,North Capital 24,VP Growth,customer,HS-COMP-000024,HS-OWN-0003,"{""source"":""Outbound""}"
a7e8097a-5fb3-4df3-8d22-5ee0c8e960e0,2026-03-27 17:33:21,False,HS-CON-0000087,iris.clark.1@client024.example.com,Iris,Clark,North Capital 24,Founder,lead,HS-COMP-000024,HS-OWN-0003,"{""source"":""Referral""}"
9bdde31c-8635-45fe-a24a-17d9211b21bb,2026-03-27 17:33:21,False,HS-CON-0000088,zoe.garcia.2@client024.example.com,Zoe,Garcia,North Capital 24,Founder,opportunity,HS-COMP-000024,HS-OWN-0003,"{""source"":""Outbound""}"
498644eb-7908-4249-a9ca-f45253956174,2026-03-27 17:33:21,False,HS-CON-0000089,ava.evans.3@client024.example.com,Ava,Evans,North Capital 24,Founder,opportunity,HS-COMP-000024,HS-OWN-0003,"{""source"":""Outbound""}"
71708e4b-5ee9-4b74-9db4-331a6150a694,2026-03-27 17:33:21,False,HS-CON-0000090,iris.price.4@client024.example.com,Iris,Price,North Capital 24,Marketing Manager,lead,HS-COMP-000024,HS-OWN-0003,"{""source"":""Outbound""}"
2971f9ea-0776-45a4-be56-e88bc832d20e,2026-03-27 17:33:21,False,HS-CON-0000091,owen.lopez.0@client025.example.com,Owen,Lopez,Nova Capital 25,VP Growth,customer,HS-COMP-000025,HS-OWN-0004,"{""source"":""Outbound""}"
898cf9cb-016e-452a-a839-be845e48d858,2026-03-27 17:33:21,False,HS-CON-0000092,kai.allen.1@client025.example.com,Kai,Allen,Nova Capital 25,Marketing Manager,customer,HS-COMP-000025,HS-OWN-0004,"{""source"":""Outbound""}"
781f46d9-63e9-4954-81fa-ed02a151d023,2026-03-27 17:33:21,False,HS-CON-0000093,zoe.bailey.2@client025.example.com,Zoe,Bailey,Nova Capital 25,VP Growth,opportunity,HS-COMP-000025,HS-OWN-0004,"{""source"":""Outbound""}"
59e1f265-30fa-4ea8-a4ca-f8c09ca20643,2026-03-27 17:33:21,False,HS-CON-0000094,ella.bennett.0@client026.example.com,Ella,Bennett,Blue Digital 26,VP Growth,customer,HS-COMP-000026,HS-OWN-0009,"{""source"":""Inbound""}"
a27ec9b7-00e6-40dd-b063-115a35585b09,2026-03-27 17:33:21,False,HS-CON-0000095,nora.bailey.1@client026.example.com,Nora,Bailey,Blue Digital 26,VP Growth,opportunity,HS-COMP-000026,HS-OWN-0009,"{""source"":""Inbound""}"
11bc158e-ba19-4df6-87d5-6d223fb9a4ef,2026-03-27 17:33:21,False,HS-CON-0000096,liam.garcia.0@client027.example.com,Liam,Garcia,North Capital 27,Founder,opportunity,HS-COMP-000027,HS-OWN-0010,"{""source"":""Outbound""}"
6f753968-a8ac-44e3-b0cb-c38a9578a17d,2026-03-27 17:33:21,False,HS-CON-0000097,ruby.garcia.1@client027.example.com,Ruby,Garcia,North Capital 27,Marketing Manager,lead,HS-COMP-000027,HS-OWN-0010,"{""source"":""Outbound""}"
bad2411e-f57f-42a2-ae3e-aaa9bddac857,2026-03-27 17:33:21,False,HS-CON-0000098,leo.carter.2@client027.example.com,Leo,Carter,North Capital 27,Founder,customer,HS-COMP-000027,HS-OWN-0010,"{""source"":""Outbound""}"
34a4f06f-4cb4-491b-a25a-b8bad60b5a85,2026-03-27 17:33:21,False,HS-CON-0000099,leo.patel.0@client028.example.com,Leo,Patel,Nova Digital 28,Founder,customer,HS-COMP-000028,HS-OWN-0006,"{""source"":""Inbound""}"
06bb777b-1d2d-4eaf-b686-8534a35a5105,2026-03-27 17:33:21,False,HS-CON-0000100,mila.patel.1@client028.example.com,Mila,Patel,Nova Digital 28,CMO,opportunity,HS-COMP-000028,HS-OWN-0006,"{""source"":""Outbound""}"
317ef745-e723-4f98-856b-26d91ea5b309,2026-03-27 17:33:21,False,HS-CON-0000101,jude.garcia.2@client028.example.com,Jude,Garcia,Nova Digital 28,VP Growth,opportunity,HS-COMP-000028,HS-OWN-0006,"{""source"":""Referral""}"
981bcb63-1f2e-4c70-bdb8-61331280f8e6,2026-03-27 17:33:21,False,HS-CON-0000102,luna.parker.3@client028.example.com,Luna,Parker,Nova Digital 28,Founder,marketingqualifiedlead,HS-COMP-000028,HS-OWN-0006,"{""source"":""Outbound""}"
1cd3b995-69c8-4d63-9a95-026a838481c9,2026-03-27 17:33:21,False,HS-CON-0000103,evan.shah.4@client028.example.com,Evan,Shah,Nova Digital 28,Marketing Manager,lead,HS-COMP-000028,HS-OWN-0006,"{""source"":""Referral""}"
078cda5d-b401-49ba-8a55-6ea21018d9c2,2026-03-27 17:33:21,False,HS-CON-0000104,kai.carter.0@client029.example.com,Kai,Carter,Bright Capital 29,VP Growth,lead,HS-COMP-000029,HS-OWN-0002,"{""source"":""Referral""}"
b654c419-2a0c-4f24-81d8-281dc390aa34,2026-03-27 17:33:21,False,HS-CON-0000105,mia.reed.1@client029.example.com,Mia,Reed,Bright Capital 29,Marketing Manager,customer,HS-COMP-000029,HS-OWN-0002,"{""source"":""Referral""}"
a524a228-b69a-4bb6-8a0c-882333bf88bc,2026-03-27 17:33:21,False,HS-CON-0000106,ezra.nguyen.2@client029.example.com,Ezra,Nguyen,Bright Capital 29,VP Growth,customer,HS-COMP-000029,HS-OWN-0002,"{""source"":""Inbound""}"
